Generated signal
t | x(t)
0.0 3.7203677984944035
0.10020040080160321 2.560229991441383
0.20040080160320642 1.8506379237709516
0.30060120240480964 2.724202567146721
0.40080160320641284 3.847869140222876
0.5010020040080161 2.792580415935955
0.6012024048096193 3.4073013470911424
0.7014028056112225 4.900165160291577
0.8016032064128257 3.6656349396023593
0.9018036072144289 1.595507135136304
1.0020040080160322 3.5646499254626605
1.1022044088176353 3.8603466065967655
1.2024048096192386 2.9057602740449964
1.3026052104208417 2.794852941685518
1.402805611222445 1.6310838171001065
1.503006012024048 1.3764803364520373
1.6032064128256514 1.8870220967400761
1.7034068136272547 -0.04095334611714785
1.8036072144288577 2.5233695297576055
1.903807615230461 0.315412036140669
2.0040080160320644 1.3407801255985077
2.1042084168336674 -0.21859765498629224
2.2044088176352705 -0.45700447087426954
2.3046092184368736 -0.43117526634280545
2.404809619238477 0.42487954341970935
2.50501002004008 -0.5859960459776408
2.6052104208416833 -0.8545042611174496
2.705410821643287 -2.1485265364665684
2.80561122244489 -2.6315444509963593
2.905811623246493 -3.7326729319439567
3.006012024048096 -2.062017994530388
3.1062124248496996 -3.1485892110082143
3.2064128256513027 -2.7719509131638986
3.306613226452906 -4.67374538598939
3.4068136272545093 -4.210048026904615
3.5070140280561124 -3.886509194078969
3.6072144288577155 -3.084467427015547
3.7074148296593186 -4.455633006976306
3.807615230460922 -3.3721967349004167
3.907815631262525 -2.653052770603855
4.008016032064129 -2.2976652283942007
4.108216432865731 -2.9088371041962855
4.208416833667335 -2.2193244188636374
4.308617234468938 -1.410548176586594
4.408817635270541 -2.3100882401192546
4.509018036072145 -2.5490254333591778
4.609218436873747 -2.025973841387827
4.709418837675351 -1.8496172486546671
4.809619238476954 -0.6975138838180162
4.909819639278557 -0.8681889643603307
5.01002004008016 -0.7451786134054333
5.110220440881764 -0.09163742413461634
5.210420841683367 0.025476343195329154
5.31062124248497 -1.9784031360854322
5.410821643286574 -1.7919560951592624
5.511022044088176 0.42649599355228196
5.61122244488978 1.0207045406208082
5.711422845691383 1.6780107260025765
5.811623246492986 1.9956177341735117
5.9118236472945895 3.6937554658737675
6.012024048096192 0.7362805764886822
6.112224448897796 2.3316575563644184
6.212424849699399 2.628320745661293
6.312625250501002 3.7525630519575985
6.412825651302605 1.6447746664760812
6.513026052104209 2.7569688333460496
6.613226452905812 1.7452370530778036
6.713426853707415 3.4859797945640922
6.813627254509019 3.7095126541948726
6.913827655310621 3.1149739663444507
7.014028056112225 2.2701047735503654
7.114228456913827 0.854740251910366
7.214428857715431 3.580288118043465
7.3146292585170345 1.8904590913942536
7.414829659318637 2.543243007418325
7.515030060120241 2.281172667244178
7.615230460921844 2.7973880660585912
7.715430861723447 3.7970490645345385
7.81563126252505 -0.241580793642181
7.915831663326654 0.1773041192066802
8.016032064128257 1.2084371665005795
